Index	Sentence	Surprisal	PPL
581	a on the a within and.	60.30006265640259	1.5416453243836241e+26
582	bread to with like or.	59.590118408203125	7.5798323602823776e+25
583	the a and with a.	47.36372756958008	3.713688953524523e+20
584	a and from to as.	51.09076690673828	1.5432566029287105e+22
585	can to or as.	48.02155637741089	7.169633356499877e+20
586	there of with and.	49.14251661300659	2.199499116516004e+21
587	a a of that between on a.	66.43354415893555	7.107578115829136e+28
588	the by a by or.	56.47495651245117	3.3632719022634825e+24
589	a of or over.	43.04750061035156	4.95783392389074e+18
590	between and inside a.	46.52259683609009	1.601426790929918e+20
591	a a where on or off a.	59.05725955963135	4.44879038121093e+25
592	or for.	31.322340965270996	40097735016669.33
593	there and to in a.	50.44550323486328	8.094754683598559e+21
594	or from a next to the.	51.84631061553955	3.285236258251575e+22
595	a a over.	40.7281494140625	4.875403319163133e+17
596	can and.	33.03189754486084	221600548252188.7
597	can and.	33.03189754486084	221600548252188.7
598	a can and.	38.810800552368164	7.166655328994102e+16
599	the an with four that with a.	71.03335857391357	7.069613311154144e+30
600	the and in.	36.30251884460449	5834230904069809.0
601	a the between the and the.	51.819029331207275	3.1968223005267645e+22
602	by the with one while.	52.440269470214844	5.950036918604923e+22
603	on the of.	34.171523094177246	692634178077062.1
604	a without for.	43.85573387145996	1.1125081986154635e+19
605	to for without.	38.065009117126465	3.39956549960439e+16
606	but may the or.	51.218502044677734	1.7535284213276748e+22
607	a a that and an.	48.548160552978516	1.213942831010154e+21
608	a the and the into.	47.797855377197266	5.7325102128386546e+20
609	of or as.	37.941307067871094	3.0040025415787564e+16
610	a to of or.	45.681289196014404	6.90449348342735e+19
611	the on 70% of.	52.77299118041992	8.298868121096146e+22
612	and must in to.	45.55756139755249	6.100950816961773e+19
613	at a and.	36.282949447631836	5721168414043083.0
614	that from in the which.	46.99928665161133	2.5794721674169876e+20
615	a a that in the.	48.48931884765625	1.1445732896838922e+21
616	through on when.	39.980841636657715	2.309185940603982e+17
617	the in a as an and as.	58.99728775024414	4.189831110616875e+25
618	for and.	32.605955600738525	144739342212037.34
619	a a in a to.	46.98418045043945	2.5407989798381594e+20
620	a of of in by.	52.267250061035156	5.004702723835664e+22
621	when a will and.	44.75023317337036	2.721318230530407e+19
622	some to.	36.44824504852295	6749501522319654.0
623	a a.	30.658621788024902	20647632668740.977
624	a as a.	39.12424278259277	9.804890528175707e+16
625	a can and.	38.810800552368164	7.166655328994102e+16
626	a than a.	39.56534385681152	1.5240896422562896e+17
