Index	Sentence	Surprisal	PPL
237	a of how.	6.120371341705322	455.0336360964603
238	of and to.	5.975758075714111	393.76649279027083
239	the for to while.	6.675529479980469	792.7670970763969
240	and.	6.102999210357666	447.19699863477433
241	but and the on the.	6.279904365539551	533.7376176756268
242	this to to in the.	6.401370525360107	602.6704472523847
243	an a with two.	6.248938083648682	517.4630303490882
244	one for the for.	5.767353057861328	319.690409717878
245	with that through.	6.209695816040039	497.5498815725998
246	an both while and the.	7.152381896972656	1277.1443614397522
247	an a that of a.	5.8167290687561035	335.8716418782306
248	an may one or as a and a.	6.263927459716797	525.2779020167045
249	some for for.	7.138113498687744	1259.050946016786
250	the can a a or.	7.230445861816406	1380.8380298092811
251	an a that can or.	6.787957191467285	887.0995351071557
252	skin a and.	7.579068183898926	1956.8047334384287
253	some to.	7.28964900970459	1465.056386376363
254	can or in.	6.455102443695068	635.9388708436493
255	the of a or.	6.7745184898376465	875.2578160199117
256	a if a by or.	6.99361515045166	1089.6536260450603
257	can to to or.	6.980712413787842	1075.6844265045022
258	the of the on whether.	6.418626308441162	613.1602422860864
259	an or a for.	5.991425037384033	399.98419642262
260	a can by a or.	6.6999616622924805	812.3746799876519
261	the the on.	6.304858684539795	547.224251473639
262	in of and the of.	5.733802318572998	309.14249472313196
263	the a to and.	6.546916961669922	697.091697015131
264	the of a to a.	5.65065860748291	284.4787639818539
265	of and.	6.387721061706543	594.500205444793
266	by and.	6.280996322631836	534.3207545749606
267	a a that in with a.	6.2154998779296875	500.44608863053406
268	a when can or and.	7.258750915527344	1420.481127693487
269	the as or.	6.9718194007873535	1066.160760722364
270	and and like.	5.586289882659912	266.74412955811687
271	a a of as a to or.	6.27000617980957	528.4806437773362
272	a of a and a plus and.	5.613737106323242	274.1669168032394
273	in the with and in with.	5.057537078857422	157.2028608871884
274	another of the a above the.	6.541263103485107	693.1615601060223
275	a a with a and and six.	6.097279071807861	444.64627205322535
276	between as nectar to.	7.080091953277588	1188.077761130573
277	and in a in a.	5.790567874908447	327.19877960512457
278	and can if.	6.266512870788574	526.6377184050541
279	a a with two and on a.	6.249395370483398	517.6997134922377
280	a by the of a on the.	5.8539605140686035	348.612334028757
281	the with an of.	6.78990364074707	888.8279109105954
282	for and.	6.521191120147705	679.3871352895786
283	a by or.	6.7738356590271	874.6603670174684
284	a and on an to.	6.026202201843262	414.1392218032541
285	a and the with.	5.841966152191162	344.4559280878532
286	like or.	6.8412675857543945	935.6744309176024
287	a a to or.	6.545644283294678	696.2050877906421
288	a or with a in the.	5.847207546234131	346.26609709782065
289	to and.	6.313172340393066	551.7926493058931
290	to with.	6.493180751800537	660.6212973235446
291	a a who.	6.146087169647217	466.8869585774145
292	the to to.	6.1698832511901855	478.13028168928463
293	like to and with each.	5.7722320556640625	321.2539897745762
294	an to as a.	6.7597527503967285	862.4289342140694
295	a in the.	6.074231147766113	434.51529599909105
296	a and a.	5.096785545349121	163.4955128060072
297	in and.	6.136167526245117	462.2785013544068
298	can or.	7.055255889892578	1158.9339928344114
299	a a with four.	6.433288097381592	622.2164965562989
300	the of can and.	6.549810409545898	699.1116163616547
301	the of a into a.	6.200202941894531	492.8490506649069
302	some because of.	6.321597099304199	556.4610066257321
303	a an or who with.	6.923025608062744	1015.387516291652
304	and and.	6.2694244384765625	528.173294150815
305	as and.	6.188377857208252	487.05539166909927
306	a a that and.	6.241994380950928	513.8823668275407
307	with four and a.	7.164087295532227	1292.1816824300577
308	like to by.	6.336023807525635	564.5470947762142
309	can or but by.	6.971974849700928	1066.3265071365302
310	the of so that.	6.065515518188477	430.7446771605613
311	a a of for to on.	6.243602752685547	514.7095457285309
312	of a above by.	6.4222025871276855	615.3569999594863
313	can and as a.	6.155123233795166	471.1248973926923
314	in or in like.	5.504772663116455	245.86255569780624
315	a a.	6.1317243576049805	460.2290763562221
316	a a with a at the.	6.253461837768555	519.8092086302612
317	the by and.	6.946936130523682	1039.9585447500358
318	the both in and.	6.577968597412109	719.0771094723982
