Index	Sentence	Surprisal	PPL
155	provider sunrise mug.	9.450573921203613	12715.460842513292
156	medicine hotel they peach light.	7.861787796020508	2596.1576292236173
157	mammal climates animals distractions.	8.2693452835083	3902.3931944023616
158	vitamin race skin computer darkness death.	9.086007118225098	8830.85500284922
159	food brains nose dresses glow.	9.724581718444824	16723.69271551803
160	art weapons.	8.674508094787598	5851.82053740549
161	scientists place they.	7.578327178955078	1955.355268553453
162	accordion lapels today they're.	6.638389587402344	763.8638659821903
163	ring house schools findings foundation sand people.	10.086299896240234	24011.78177677806
164	medieval food glass.	7.452307224273682	1723.8358365547906
165	law edge toaster temperature role procedures toaster.	8.149404525756836	3461.3173263688377
166	bee pan energy africa doors.	9.421897888183594	12356.010306701419
167	chair part supplements storms.	10.795212745666504	48786.68692296661
168	members woman kitchen dress.	9.777327537536621	17629.47572940653
169	cost insects cream.	10.440680503845215	34223.93403409168
170	iron bowls me skirts.	9.801070213317871	18053.05521304047
171	knives talking storm dizzy my.	8.159587860107422	3496.7451585711756
172	end cultures passage pilots.	10.358141899108887	31512.573348980935
173	status review disposable physics patterned.	9.637625694274902	15330.900240962523
174	roof people containers body.	8.905655860900879	7373.559653403879
175	tales handle vibration hammock seeds.	8.72315502166748	6143.531518446616
176	sky fish our.	9.345494270324707	11447.12940226953
177	diesel draft claws pyramid material lentils.	9.474298477172852	13020.736450389133
178	container tunnel salmon patient's fabric broken lettuce you her.	10.207592964172363	27108.238494965808
179	land astronauts stylist skill blind.	9.73601245880127	16915.95365375708
180	pan muscle event way transformation deserts they.	10.43143367767334	33908.929903879296
181	cooking water feet.	7.328956127166748	1523.7902981910859
182	i pure cliff.	8.987436294555664	8001.916020558824
183	raven past together.	7.718804836273193	2250.268533441353
184	inland doors mower stone lighting.	8.517582893371582	5001.948889495082
185	reasons silk fangs.	7.948439598083496	2831.1537641982472
186	cabins house metal.	7.35223388671875	1559.6767803901548
187	piece foot clarinet.	8.256793975830078	3853.7191571351996
188	law steel costumes.	9.675551414489746	15923.502070189608
189	mountains cut bear's fruit my.	8.29281997680664	3995.0843697229134
190	grass freezer she torso climbing blade.	10.212677955627441	27246.434721610953
191	sharks tomatoes injured care papers.	9.293805122375488	10870.4689664848
192	pharmacists buildings fruits free-climbing refrigerator.	6.969008445739746	1063.1680389242474
193	instruments record break.	7.00473690032959	1101.8401230981376
194	clothing finger sides test crop.	9.671895027160645	15865.385891362252
195	window piece screwdriver boots libraries she cycles.	9.565215110778809	14260.02020373235
196	doctors soul fish violin water places.	8.868645668029785	7105.651043203715
197	lentils category silk rivers.	8.428976058959961	4577.810284503501
198	stations landscapes space night.	8.93471622467041	7590.981862493464
199	spiders weapon tongue eye.	9.407480239868164	12179.1437590979
200	forks parrot half smell i leaf.	8.492759704589844	4879.312972390042
201	stairs mug train surface.	10.207528114318848	27106.480586671005
202	screen color covers notes.	8.584070205688477	5345.819890892513
203	engine apartment teas school.	8.641459465026855	5661.5866854343685
204	air vision insurance time.	9.267189979553223	10584.966085547692
205	teeth people rock fruit seats rain warmth operations.	9.305619239807129	10999.655573685197
206	wind kind graphics quickly hunger.	10.279179573059082	29119.97294020772
207	fire they something flakes body space.	9.623433113098145	15114.851962670467
208	plants raspberry patients farmers deserts.	9.566760063171387	14282.06828329545
209	i bone fingers blenders existence table metal.	9.191156387329102	9809.988569097346
210	vitamin shaking console we antiquity.	9.580802917480469	14484.044126948285
211	view shape my rock.	8.405232429504395	4470.39669388003
212	states phillips sports i effects pets.	8.587162971496582	5362.378853164374
213	handle bowing stalk.	9.227662086486816	10174.726053778866
214	rubber problems others blade.	9.59765338897705	14730.174986374495
215	day seeds supplies he.	9.760601043701172	17337.048868135756
216	it i sea cliche food.	7.6242499351501465	2047.2443229833118
217	man deficiencies girls advent my.	9.978482246398926	21557.568629972255
218	hand activity they world.	9.016331672668457	8236.507390461731
219	tool straight seal flood.	10.384129524230957	32342.244186031814
220	media concert tube risk killing.	10.270943641662598	28881.12774719888
221	horse heating fashion construction.	9.850523948669434	18968.290609516276
222	climber winds roof.	7.334487438201904	1532.242209809611
223	shortage bends walls.	9.243115425109863	10333.18071433753
224	mane others pesticides turn.	9.411683082580566	12230.43850104997
225	people part placement.	9.464194297790527	12889.835032996161
226	mouth.	8.322457313537598	4115.260077973182
227	scientists latex blindness fingertips dishes human.	9.538542747497559	13884.699361855963
228	male frame adult.	9.402483940124512	12118.444867453669
229	flooding libraries keys carpets.	7.593832015991211	1985.9089864583088
230	it infections insects freeze collision coffee.	10.74842357635498	46556.57768407822
231	environment stone cause rings.	9.812161445617676	18254.400360991185
232	waterbeds people food.	7.132636070251465	1252.173437288326
233	sweater coffee sand fin window.	9.590185165405273	14620.576508690387
234	hair bud brown rains my.	10.170231819152832	26114.129817843797
235	weeks it blacksmith doctors.	7.7114033699035645	2233.67473155475
236	dams doctors leaves canopy study ovens.	9.285983085632324	10785.771444224936
237	children eagle cartilage taste.	8.904996871948242	7368.702159743795
238	art girl glass routes distinctions content land.	10.549485206604004	38157.78987655901
239	supply skeleton field its weapon boy.	8.872754096984863	7134.904156716195
240	desk flowers forestry salads.	9.364691734313965	11669.00819756707
241	animals hospitals milk.	8.199637413024902	3639.6303854816347
242	foundations salmon pilots peasants.	10.816431045532227	49832.91784404042
243	blades cardigan rooms.	8.539406776428223	5112.310718698498
244	they rooms experience.	9.46716594696045	12928.196070114891
245	linoleum prescription blowholes metal.	8.32548713684082	4127.747496639587
246	control health area.	8.743696212768555	6271.031996137948
247	bone it ripe generation.	9.884713172912598	19628.015225500534
248	tub container me car.	9.896591186523438	19862.547186969583
249	cod types buildings bud.	10.962318420410156	57659.968241904964
250	their animals people smell screen.	8.940633773803711	7636.0350413642445
251	traditions patients.	6.959514617919922	1053.1222664903876
252	infections graphics medicine breathing fabric.	9.37375259399414	11775.219901467959
253	crime pride.	11.092950820922852	65706.34800743086
254	plant temperature.	8.450313568115234	4676.538919120247
255	message station people colors.	9.417466163635254	12301.373030608338
256	skill people bolts furniture beekeeper.	9.791125297546387	17874.40888324136
257	horse axe jail taste.	10.703929901123047	44530.51222295501
